PROGRAM,POSITION,ERROR,WELD_SPEED,COMMAND_CURRENT,CURRENT_OUTPUT,COMMAND_VOLTAGE,VOLTAGE_OUTPUT,SHORT_COUNT,PULSE_FREQUENCY,MOTOR_CURRENT,WIRE_SPEED,INSTANT_ARC_LACK_TIME,TIMESTAMP
SALDATURA OP1,P088,N,0.8,220,22,18,12.7,1,20,0.14,13.3,0,1568827239
SALDATURA OP1,P039,N,0.8,220,229,18,16.7,113,607,0.17,13.3,0,1568317167
SALDATURA OP1,P005,N,0.8,220,214,18,17.2,87,67,1.07,13.3,0,1568829158
SALDATURA OP2,P014,N,0.8,220,210,18,18.2,80,71,1.63,13.3,0,1568311219
SALDATURA OP2,P007,N,0.8,220,216,18,18.1,93,80,1.15,13.3,0,1568296484
SALDATURA OP1,P053,N,0.72,150,0,14.4,0,87,233,0.12,7.46,0,1568829198
SALDATURA OP1,P080,N,0.8,220,213,18,18.2,103,94,1.09,13.3,0,1568844517
SALDATURA OP1,P080,N,0.8,220,222,18,18,105,520,1.73,13.3,0,1568844617
SALDATURA OP2,P009,N,0.8,220,209,18,18.1,77,446,1.29,13.3,0,1568829562
SALDATURA OP1,P038,N,0.8,220,219,18,16.7,103,76,0.56,13.3,0,1568834062
SALDATURA OP1,P062,N,0.8,220,219,18,17.8,102,261,0.78,13.3,0,1568844917
SALDATURA OP1,P050,N,0.72,240,1,20.6,12.2,0,63,0.06,2,0,1568815816
SALDATURA OP1,P039,N,0.8,220,222,18,16.2,93,178,0.98,13.3,0,1568840833
SALDATURA OP1,P062,N,0.8,220,216,18,18,101,70,0.12,13.3,0,1568845217
SALDATURA OP2,P032,N,0.8,220,0,18,12.8,23,714,0.04,2,0,1568825491
SALDATURA OP2,P034,N,0.8,220,220,18,17.8,99,80,2.45,13.3,0,1568819473
SALDATURA OP1,P032,N,0.8,220,225,18,16.7,91,73,1.49,13.3,0,1568841547
SALDATURA OP2,P044,N,0.8,220,40,18,54.4,0,28,1.4,13.3,0,1568320273
SALDATURA OP1,P062,N,0.8,220,217,18,18,93,173,1.46,13.3,0,1568845717
SALDATURA OP1,P062,N,0.8,220,212,18,17.6,94,70,1.86,13.3,0,1568845817
SALDATURA OP1,P032,N,0.8,220,223,18,16.7,110,363,1.81,13.3,0,1568828787
SALDATURA OP1,P063,N,0.8,220,217,18,17.6,93,75,1.07,13.3,0,1568846017
SALDATURA OP1,P063,N,0.8,220,218,18,17.4,91,262,0.04,13.3,0,1568846117
SALDATURA OP2,P038,N,0.8,220,223,18,16.6,96,246,2.15,13.3,0,1568837736
SALDATURA OP1,P071,N,0.9,190,203,17,15.8,43,82,0.96,10.45,0,1568293999
SALDATURA OP2,P106,N,0.8,220,224,18,17.2,96,84,0.98,13.3,0,1568836248
SALDATURA OP1,P063,N,0.8,220,216,18,17.5,88,961,0.97,13.3,0,1568846517
SALDATURA OP1,P063,N,0.8,220,220,18,17.4,87,68,0.52,13.3,0,1568846617
SALDATURA OP1,P063,N,0.8,220,218,18,17.7,87,994,2.84,13.3,0,1568846717
SALDATURA OP1,P063,N,0.8,220,206,18,18.1,87,447,2.95,13.3,0,1568846817
SALDATURA OP1,P063,N,0.8,220,216,18,17.5,88,69,2.05,13.3,0,1568846917
SALDATURA OP1,P109,N,0.8,220,144,18,14.7,25,78,1.04,13.3,0,1568816990
SALDATURA OP1,P031,N,0.8,220,236,18,15.5,106,81,1.49,13.3,0,1568312668
SALDATURA OP1,P031,N,0.8,220,232,18,16,111,82,0.61,13.3,0,1568300509
SALDATURA OP1,P109,N,0.8,220,233,18,15.4,104,544,1.91,13.3,0,1568285663
SALDATURA OP2,P086,N,0.4,120,123,16.5,17.2,42,52,0.59,5.28,0,1568826972
SALDATURA OP2,P109,N,0.8,220,219,18,16.9,96,74,0.72,13.3,0,1568307466
SALDATURA OP2,P087,N,0.5,120,119,16.5,16.4,48,47,0.05,5.28,0,1568827906
SALDATURA OP1,P109,N,0.8,220,231,18,16,118,443,2.32,13.3,0,1568826826
SALDATURA OP2,P039,N,0.8,220,217,18,16.9,95,515,2.84,13.3,0,1568842521
SALDATURA OP1,P077,N,0.9,190,0,17,2.5,0,80,0.02,2,0,1568293453
SALDATURA OP1,P096,N,0.8,220,224,18,18,103,93,1.22,13.3,0,1568305071
SALDATURA OP2,P016,N,0.8,220,213,18,18.3,90,181,1.91,13.3,0,1568829409
SALDATURA OP2,P007,N,0.8,220,210,18,18.1,94,75,1.26,13.3,0,1568827257
SALDATURA OP2,P038,N,0.8,220,226,18,16.2,96,77,1.03,13.3,0,1568824097
SALDATURA OP1,P080,N,0.8,220,217,18,18.7,87,91,0.93,13.3,0,1568862016
SALDATURA OP2,P019,N,0.8,220,224,18,16.8,93,236,0.85,13.3,0,1568831565
SALDATURA OP1,P077,N,0.9,190,141,17,16.2,21,56,1.15,10.45,0,1568824041
SALDATURA OP1,P109,N,0.8,220,237,18,16,71,90,1.96,13.3,0,1568295209
SALDATURA OP1,P043,N,0.8,150,0,14.4,0,44,75,0.02,0,0,1568848817
SALDATURA OP2,P086,N,0.4,120,0,16.5,6.9,5,90,0.01,2,0,1568831298
SALDATURA OP1,P043,N,0.8,150,0,14.4,0,26,75,0.01,0,0,1568849017
SALDATURA OP1,P043,N,0.8,150,0,14.4,0,18,75,0.02,0,0,1568849117
SALDATURA OP2,P004,N,0.8,220,0,18,9.7,0,81,0.05,2,0,1568302220
SALDATURA OP2,P040,N,0.8,220,222,18,17.2,98,85,1.86,13.3,0,1568842721
SALDATURA OP2,P035,N,0.8,220,224,18,16.9,98,85,0.68,13.3,0,1568822916
SALDATURA OP2,P043,N,0.8,220,216,18,17.6,101,79,2.47,13.3,0,1568843005
SALDATURA OP2,P009,N,0.8,220,217,18,17.5,85,72,1.52,13.3,0,1568308994
SALDATURA OP2,P007,N,0.8,220,214,18,17.7,88,75,0.73,13.3,0,1568825930
SALDATURA OP2,P107,N,0.8,220,220,18,17.3,95,69,2.36,13.3,0,1568825798
SALDATURA OP1,P109,N,0.8,220,232,18,15.5,110,312,1.39,13.3,0,1568816548
SALDATURA OP2,P092,N,0.9,190,195,18,19.7,39,87,0.45,10.45,0,1568821891
SALDATURA OP2,P093,N,0.8,80,195,14.4,14.2,92,77,0.62,3.17,0,1568831511
SALDATURA OP2,P032,N,0.8,220,96,18,12.6,8,49,0.2,13.3,0,1568822897
SALDATURA OP2,P075,N,0.8,220,217,18,18,100,65,0.68,13.3,0,1568319295
SALDATURA OP1,P098,N,0.8,220,225,18,15.8,97,416,0.98,13.3,0,1568828941
SALDATURA OP2,P045,N,0.8,220,222,18,17,109,78,0.69,13.3,0,1568322905
SALDATURA OP1,P032,N,0.8,220,221,18,16.6,106,466,1.82,13.3,0,1568314589
SALDATURA OP1,P013,N,0.8,220,219,18,16.5,97,175,1.26,13.3,0,1568306550
SALDATURA OP2,P005,N,0.8,220,206,18,17.8,99,316,2.24,13.3,0,1568303820
SALDATURA OP1,P052,N,0.72,80,145,14.4,15.4,118,245,0.39,0,0,1568297860
SALDATURA OP2,P055,N,0.72,150,0,14.4,0,72,138,0.05,0,0,1568842637
SALDATURA OP1,P062,N,0.8,220,218,18,18,97,70,0.24,13.3,0,1568837666
SALDATURA OP2,P085,N,0.72,230,230,19.6,19.2,89,78,1.09,14,0,1568300958
SALDATURA OP1,P004,N,0.8,220,224,18,17.5,92,81,0.26,13.3,0,1568295723
SALDATURA OP2,P111,N,0.8,220,221,18,16.8,106,491,0.14,13.3,0,1568311241
SALDATURA OP2,P084,N,0.72,240,214,20,20.5,84,89,0.32,14,0,1568302331
SALDATURA OP1,P092,N,0.8,220,232,18,16.4,115,84,0.19,13.3,0,1568818962
SALDATURA OP2,P084,N,0.72,240,219,20,18.8,91,71,2.3,14,0,1568304236
SALDATURA OP1,P005,N,0.8,220,217,18,16.7,98,1888,1.91,13.3,0,1568828598
SALDATURA OP1,P032,N,0.8,220,218,18,16.4,92,74,1.28,13.3,0,1568828190
SALDATURA OP2,P038,N,0.8,220,223,18,17,102,1201,3.26,13.3,0,1568829855
SALDATURA OP2,P096,N,0.8,220,239,18,16.2,102,137,1.41,13.3,0,1568841560
SALDATURA OP2,P007,N,0.8,220,213,18,18.1,102,116,0.92,13.3,0,1568305220
SALDATURA OP1,P071,N,0.9,190,114,17,12,12,53,0.45,10.45,0,1568302535
SALDATURA OP2,P039,N,0.8,220,225,18,16.2,111,787,2.04,13.3,0,1568828643
SALDATURA OP2,P007,N,0.8,220,217,18,17.6,101,93,1.73,13.3,0,1568305520
SALDATURA OP1,P094,N,0.8,220,230,18,17.3,110,498,0.09,13.3,0,1568823562
SALDATURA OP2,P007,N,0.8,220,219,18,17.4,100,424,1.41,13.3,0,1568305720
SALDATURA OP2,P038,N,0.8,220,220,18,16.9,98,86,2.39,13.3,0,1568308025
SALDATURA OP2,P007,N,0.8,220,214,18,17.6,98,79,2.41,13.3,0,1568305920
SALDATURA OP2,P008,N,0.8,220,211,18,17.9,96,88,1.72,13.3,0,1568306020
SALDATURA OP1,P109,N,0.8,220,232,18,15,103,85,0.35,13.3,0,1568297309
SALDATURA OP2,P008,N,0.8,220,211,18,17.8,94,76,1.21,13.3,0,1568306220
SALDATURA OP2,P014,N,0.8,220,206,18,17.9,86,78,1.04,13.3,0,1568836573
SALDATURA OP2,P008,N,0.8,220,212,18,17.3,92,95,2.26,13.3,0,1568306420
SALDATURA OP1,P090,N,0.8,220,215,18,17.5,97,89,1.46,13.3,0,1568843643
SALDATURA OP2,P008,N,0.8,220,208,18,17.8,92,76,2.48,13.3,0,1568306620
SALDATURA OP1,P100,N,0.5,120,118,16.5,16.1,54,52,0.08,5.28,0,1568833373
SALDATURA OP2,P008,N,0.8,220,214,18,17.2,92,86,1.16,13.3,0,1568306820
SALDATURA OP1,P081,N,0.8,220,213,18,18.8,101,91,1.05,13.3,0,1568308142
SALDATURA OP1,P043,N,0.8,150,0,14.4,0,38,71,0.03,0,0,1568326916
SALDATURA OP1,P109,N,0.8,220,13,18,12.4,31,52,0.09,2,0,1568299616
SALDATURA OP2,P005,N,0.8,220,208,18,18.8,73,90,0.98,13.3,0,1568289520
SALDATURA OP2,P078,N,0.9,80,114,14.4,15.1,77,77,0.08,0,0,1568817021
SALDATURA OP2,P092,N,0.9,190,195,18,18.5,67,71,0.12,10.45,0,1568814196
SALDATURA OP2,P075,N,0.8,220,217,18,18.3,82,83,0.8,13.3,0,1568852505
SALDATURA OP1,P062,N,0.8,220,219,18,17.6,87,67,0.33,13.3,0,1568854947
SALDATURA OP2,P104,N,0.8,220,211,18,17.6,91,223,0.07,13.3,0,1568842395
SALDATURA OP2,P097,N,0.8,220,221,18,17,109,2219,1.4,13.3,0,1568834384
SALDATURA OP2,P034,N,0.8,220,215,18,17,85,85,1.26,13.3,0,1568827735
SALDATURA OP2,P085,N,0.72,230,224,19.6,19.9,104,82,1.13,14,0,1568828771
SALDATURA OP2,P071,N,0.5,150,0,14.4,0,8,43,0.04,0,0,1568820215
SALDATURA OP2,P009,N,0.8,220,213,18,17.5,81,68,0.5,13.3,0,1568308220
SALDATURA OP2,P009,N,0.8,220,215,18,17.3,81,178,2.7,13.3,0,1568308320
SALDATURA OP2,P009,N,0.8,220,215,18,17.5,84,77,1.09,13.3,0,1568308420
SALDATURA OP1,P063,N,0.8,220,211,18,18.3,88,75,1.06,13.3,0,1568849433
SALDATURA OP2,P034,N,0.8,220,222,18,16.7,91,82,0.71,13.3,0,1568826397
SALDATURA OP2,P018,N,0.8,220,219,18,17.9,92,81,1.28,13.3,0,1568316367
SALDATURA OP1,P096,N,0.8,220,213,18,18.1,99,79,1.08,13.3,0,1568837039
SALDATURA OP2,P038,N,0.8,220,223,18,16.3,96,517,0.99,13.3,0,1568823797
SALDATURA OP1,P039,N,0.8,220,219,18,17.4,102,577,1.88,13.3,0,1568844453
SALDATURA OP1,P089,N,0.8,220,227,18,16.8,105,82,0.76,13.3,0,1568299412
SALDATURA OP1,P096,N,0.8,220,218,18,17.5,95,82,2.76,13.3,0,1568297228
SALDATURA OP1,P006,N,0.8,220,219,18,16.6,99,97,1.11,13.3,0,1568820985
SALDATURA OP1,P071,N,0.9,190,0,17,13.7,0,51,0.08,2,0,1568815495
SALDATURA OP2,P107,N,0.8,220,221,18,17.3,99,81,0.72,13.3,0,1568825691
SALDATURA OP2,P097,N,0.8,220,223,18,16.7,110,469,1.2,13.3,0,1568843359
SALDATURA OP2,P035,N,0.8,220,223,18,17.2,97,71,0.19,13.3,0,1568832636
SALDATURA OP2,P009,N,0.8,220,217,18,17.6,84,81,0.97,13.3,0,1568309820
SALDATURA OP2,P009,N,0.8,220,211,18,18,85,73,1.45,13.3,0,1568309920
SALDATURA OP1,P004,N,0.8,220,217,18,18.6,93,212,1.15,13.3,0,1568288248
SALDATURA OP2,P009,N,0.8,220,211,18,18.5,75,71,0.78,13.3,0,1568827970
SALDATURA OP2,P042,N,0.8,220,212,18,16.9,96,608,0.95,13.3,0,1568299974
SALDATURA OP2,P007,N,0.8,220,208,18,18.4,84,84,1.4,13.3,0,1568829401
SALDATURA OP1,P050,N,0.72,240,235,20.6,18.9,86,342,1.83,14,0,1568813799
SALDATURA OP1,P096,N,0.8,220,214,18,19.4,101,64,0.68,13.3,0,1568830803
SALDATURA OP1,P109,N,0.8,220,233,18,16.8,79,182,0.41,13.3,0,1568298574
SALDATURA OP1,P003,N,0.8,220,222,18,17.9,122,94,1.52,13.3,0,1568840981
SALDATURA OP2,P009,N,0.8,220,212,18,17.9,89,141,1.69,13.3,0,1568310820
SALDATURA OP2,P010,N,0.8,220,208,18,18.4,80,70,0.84,13.3,0,1568308790
SALDATURA OP2,P008,N,0.8,220,209,18,18.1,95,87,1.1,13.3,0,1568299790
SALDATURA OP2,P009,N,0.8,220,215,18,18.3,86,69,1.51,13.3,0,1568311120
SALDATURA OP2,P009,N,0.8,220,217,18,18.3,85,127,1.27,13.3,0,1568311220
SALDATURA OP2,P009,N,0.8,220,208,18,18.5,86,529,2.43,13.3,0,1568311320
SALDATURA OP1,P050,N,0.72,240,182,20.6,18.3,32,71,1.3,14,0,1568296260
SALDATURA OP1,P013,N,0.8,220,215,18,16.9,88,465,1.51,13.3,0,1568836442
SALDATURA OP2,P035,N,0.8,220,224,18,17.6,99,85,1.99,13.3,0,1568822232
SALDATURA OP2,P010,N,0.8,220,216,18,18.1,85,265,1.13,13.3,0,1568311720
SALDATURA OP1,P005,N,0.8,220,217,18,17.7,98,89,1.24,13.3,0,1568306478
SALDATURA OP2,P010,N,0.8,220,214,18,17.9,85,73,1.46,13.3,0,1568311920
SALDATURA OP1,P090,N,0.8,220,227,18,16.8,102,301,1.29,13.3,0,1568828147
SALDATURA OP1,P002,N,0.8,220,180,18,16.7,34,68,1.44,13.3,0,1568294344
SALDATURA OP1,P062,N,0.8,220,218,18,17.7,86,71,0.25,13.3,0,1568842925
SALDATURA OP1,P011,N,0.8,220,224,18,18.3,97,87,1.41,13.3,0,1568836236
SALDATURA OP2,P011,N,0.8,220,212,18,18.4,88,74,2.29,13.3,0,1568312420
SALDATURA OP1,P005,N,0.8,220,209,18,17.7,79,80,1.42,13.3,0,1568288228
SALDATURA OP2,P012,N,0.8,220,216,18,18,87,95,0.18,13.3,0,1568312620
SALDATURA OP1,P034,N,0.8,220,223,18,17.4,100,80,0.06,13.3,0,1568307831
SALDATURA OP2,P074,N,0.8,220,215,18,18.1,105,212,1.37,13.3,0,1568321511
SALDATURA OP1,P010,N,0.8,220,217,18,19.2,98,94,1.14,13.3,0,1568835936
SALDATURA OP2,P012,N,0.8,220,217,18,18,85,76,1.18,13.3,0,1568313020
SALDATURA OP1,P103,N,0.9,190,197,17,17.1,78,73,1.03,10.45,0,1568824156
SALDATURA OP2,P086,N,0.4,120,117,16.5,17.3,48,45,0.11,5.28,0,1568284327
SALDATURA OP2,P077,N,0.9,190,3,18,11.1,0,41,0.14,2,0,1568300776
SALDATURA OP2,P107,N,0.8,220,226,18,15.8,101,158,1.39,13.3,0,1568819881
SALDATURA OP1,P080,N,0.8,220,216,18,18.7,101,97,1.7,13.3,0,1568322040
SALDATURA OP2,P013,N,0.8,220,219,18,17.6,82,77,0.34,13.3,0,1568313620
SALDATURA OP1,P027,N,0.8,220,164,18,14.4,27,73,0.26,13.3,0,1568294104
SALDATURA OP2,P045,N,0.8,220,220,18,18.2,95,89,1.1,13.3,0,1568861850
SALDATURA OP1,P013,N,0.8,220,218,18,16.9,102,823,0.13,13.3,0,1568831821
SALDATURA OP2,P075,N,0.8,220,216,18,18.1,91,457,1.69,13.3,0,1568839143
SALDATURA OP2,P093,N,0.8,150,0,14.4,2.1,76,72,0.14,7.46,0,1568840051
SALDATURA OP2,P043,N,0.8,220,224,18,16.6,110,348,1.16,13.3,0,1568835772
SALDATURA OP1,P039,N,0.8,220,224,18,16.8,110,85,0.43,13.3,0,1568837225
SALDATURA OP1,P081,N,0.8,220,219,18,17.7,107,166,0.87,13.3,0,1568318667
SALDATURA OP2,P019,N,0.8,220,223,18,16.7,96,92,1.68,13.3,0,1568835662
SALDATURA OP2,P112,N,0.8,60,47,10,10.8,96,1282,0.29,0,0,1568825901
SALDATURA OP2,P015,N,0.8,220,212,18,17.6,92,72,0.59,13.3,0,1568314720
SALDATURA OP2,P097,N,0.8,220,224,18,16.4,101,85,0.95,13.3,0,1568833909
SALDATURA OP2,P090,N,0.5,120,119,16.5,15.8,55,41,0.09,5.28,0,1568825560
SALDATURA OP1,P005,N,0.8,220,214,18,16.8,104,110,0.14,13.3,0,1568824748
SALDATURA OP2,P015,N,0.8,220,212,18,18.2,92,82,1.54,13.3,0,1568315120
SALDATURA OP2,P034,N,0.8,220,218,18,17.1,90,79,1.53,13.3,0,1568830421
SALDATURA OP1,P098,N,0.8,220,238,18,15.1,96,396,1.89,13.3,0,1568817870
SALDATURA OP2,P093,N,0.8,150,0,14.4,4.4,93,62,0.08,7.46,0,1568839462
SALDATURA OP1,P080,N,0.8,220,213,18,18.9,101,500,0.48,13.3,0,1568842756
SALDATURA OP1,P009,N,0.8,220,216,18,17.7,101,99,0.75,13.3,0,1568310439
SALDATURA OP2,P016,N,0.8,220,212,18,18.7,84,77,1.28,13.3,0,1568315720
SALDATURA OP1,P032,N,0.8,220,219,18,17.2,94,1041,0.51,13.3,0,1568844537
SALDATURA OP1,P077,N,0.9,190,173,17,15.9,29,72,0.32,10.45,0,1568818964
SALDATURA OP1,P091,N,0.8,220,213,18,18,109,101,1.04,13.3,0,1568828727
SALDATURA OP2,P034,N,0.8,220,229,18,17.1,108,85,1.47,13.3,0,1568820172
SALDATURA OP2,P007,N,0.8,220,215,18,17.9,90,81,1,13.3,0,1568823570
SALDATURA OP2,P039,N,0.8,220,219,18,17.5,87,73,0.96,13.3,0,1568303786
SALDATURA OP2,P086,N,0.4,120,16,16.5,11.9,0,43,0.15,2,0,1568302591
SALDATURA OP2,P006,N,0.8,220,219,18,17.8,105,158,1.58,13.3,0,1568295857
SALDATURA OP2,P017,N,0.8,220,214,18,18.8,92,85,0.44,13.3,0,1568316620
SALDATURA OP2,P050,N,0.8,150,0,16.3,0,64,74,0.07,0,0,1568868850
SALDATURA OP2,P017,N,0.8,220,210,18,18.7,91,83,1.01,13.3,0,1568316820
SALDATURA OP1,P032,N,0.8,220,225,18,16.5,98,78,0.2,13.3,0,1568305284
SALDATURA OP1,P059,N,0.72,80,181,14.4,17.1,108,69,0.83,0,0,1568301446
SALDATURA OP2,P112,N,0.8,60,38,10,10.5,92,653,0.11,0,0,1568849689
SALDATURA OP2,P055,N,0.72,150,0,14.4,0,72,108,0.12,0,0,1568828664
SALDATURA OP2,P017,N,0.8,220,217,18,18.2,90,80,1.78,13.3,0,1568317320
SALDATURA OP2,P038,N,0.8,220,219,18,17.3,86,71,2.9,13.3,0,1568826340
SALDATURA OP2,P009,N,0.8,220,215,18,18.4,81,96,1.04,13.3,0,1568824909
SALDATURA OP2,P081,N,0.8,220,218,18,18.7,107,77,1.49,13.3,0,1568849191
SALDATURA OP1,P081,N,0.8,220,217,18,17.5,97,102,1.33,13.3,0,1568845081
SALDATURA OP2,P072,N,0.9,150,0,14.4,0,61,78,0.03,0,0,1568828615
SALDATURA OP2,P104,N,0.8,220,218,18,17.1,98,78,2.89,13.3,0,1568829310
SALDATURA OP2,P018,N,0.8,220,214,18,18.5,94,87,1.32,13.3,0,1568318020
SALDATURA OP2,P018,N,0.8,220,214,18,18,97,98,0.89,13.3,0,1568318120
SALDATURA OP1,P065,N,0.4,120,133,16.5,15.2,38,69,0.16,5.28,0,1568294168
SALDATURA OP2,P038,N,0.8,220,217,18,16.7,93,557,0.09,13.3,0,1568834733
SALDATURA OP2,P018,N,0.8,220,214,18,18.2,96,75,1.52,13.3,0,1568318420
SALDATURA OP2,P038,N,0.8,220,220,18,16.6,91,82,1.78,13.3,0,1568829873
SALDATURA OP1,P062,N,0.8,220,216,18,17.9,97,69,0.05,13.3,0,1568842274
SALDATURA OP1,P089,N,0.8,220,218,18,18.3,86,79,1.24,13.3,0,1568833423
SALDATURA OP1,P038,N,0.8,220,220,18,17.2,98,77,1.07,13.3,0,1568856116
SALDATURA OP2,P018,N,0.8,220,216,18,18.1,94,80,1.76,13.3,0,1568318920
SALDATURA OP2,P017,N,0.8,220,211,18,18.6,94,218,1.78,13.3,0,1568307736
SALDATURA OP1,P063,N,0.8,220,220,18,17.9,86,431,1.99,13.3,0,1568850381
SALDATURA OP1,P102,N,0.5,190,201,17,15.6,79,69,1.17,10.45,0,1568297352
SALDATURA OP1,P008,N,0.8,220,220,18,17.2,90,80,1.09,13.3,0,1568833721
SALDATURA OP1,P109,N,0.8,220,229,18,16.1,102,392,1.44,13.3,0,1568292742
SALDATURA OP2,P056,N,0.72,150,0,14.4,0,46,95,0.06,0,0,1568834391
SALDATURA OP2,P019,N,0.8,220,219,18,17,87,94,1.54,13.3,0,1568319620
SALDATURA OP2,P019,N,0.8,220,223,18,17.6,86,442,1.31,13.3,0,1568319720
SALDATURA OP1,P080,N,0.8,220,224,18,18.1,98,160,1.03,13.3,0,1568848134
SALDATURA OP2,P081,N,0.8,220,220,18,17,109,1214,2.36,13.3,0,1568316916
SALDATURA OP2,P019,N,0.8,220,223,18,16.5,94,85,2.16,13.3,0,1568320020
SALDATURA OP2,P090,N,0.5,120,117,16.5,15.8,44,39,0.24,5.28,0,1568826948
SALDATURA OP2,P097,N,0.8,220,224,18,16.5,103,921,2.26,13.3,0,1568320220
SALDATURA OP1,P073,N,0.5,150,0,14.4,0,47,76,0.04,0,0,1568814910
SALDATURA OP1,P008,N,0.8,220,224,18,16.5,94,78,1.15,13.3,0,1568828755
SALDATURA OP1,P050,N,0.72,240,121,20.6,15.5,16,72,0.64,14,0,1568294438
SALDATURA OP2,P033,N,0.8,220,230,18,17.4,94,332,0.81,13.3,0,1568815192
SALDATURA OP2,P016,N,0.8,220,209,18,18.2,84,601,2.15,13.3,0,1568834251
SALDATURA OP1,P034,N,0.8,220,219,18,17.7,98,90,2.78,13.3,0,1568832774
SALDATURA OP2,P034,N,0.8,220,219,18,17.6,91,86,1.74,13.3,0,1568830236
SALDATURA OP1,P081,N,0.8,220,219,18,17.5,101,305,2.41,13.3,0,1568839958
SALDATURA OP2,P096,N,0.8,220,240,18,15.4,105,82,0.97,13.3,0,1568321120
SALDATURA OP2,P081,N,0.8,220,215,18,18,96,87,2.63,13.3,0,1568327296
SALDATURA OP2,P035,N,0.8,220,210,18,17.7,99,463,1.04,13.3,0,1568303927
SALDATURA OP1,P062,N,0.8,220,223,18,17.4,106,483,2.24,13.3,0,1568836754
SALDATURA OP2,P093,N,0.8,150,0,14.4,3.5,83,68,0.11,7.46,0,1568321520
SALDATURA OP2,P004,N,0.8,220,142,18,15.8,20,69,0.25,13.3,0,1568814648
SALDATURA OP2,P021,N,0.8,150,0,14.4,0,61,68,0.02,0,0,1568321720
SALDATURA OP1,P080,N,0.8,220,222,18,17.4,101,172,1.74,13.3,0,1568838590
SALDATURA OP1,P032,N,0.8,220,218,18,17.3,86,83,2.46,13.3,0,1568839969
SALDATURA OP2,P090,N,0.5,120,125,16.5,15.3,56,49,0.29,5.28,0,1568815535
SALDATURA OP2,P023,N,0.8,150,0,14.4,0,23,68,0.03,0,0,1568322120
SALDATURA OP2,P023,N,0.8,150,0,14.4,0,12,68,0.03,0,0,1568322220
SALDATURA OP1,P056,N,0.72,230,0,19.6,9.9,0,92,0.07,2,0,1568815387
SALDATURA OP1,P096,N,0.8,220,227,18,17.4,104,107,0.45,13.3,0,1568310128
SALDATURA OP2,P037,N,0.8,220,221,18,16.1,92,82,1.57,13.3,0,1568826094
SALDATURA OP1,P010,N,0.8,220,218,18,18.1,102,112,0.63,13.3,0,1568840999
SALDATURA OP2,P116,N,0.8,220,230,18,18.8,103,71,0.26,13.3,0,1568834224
SALDATURA OP2,P032,N,0.8,220,98,18,13,10,58,0.39,13.3,0,1568300926
SALDATURA OP1,P109,N,0.8,220,224,18,16.1,104,72,1.48,13.3,0,1568821990
SALDATURA OP1,P065,N,0.4,120,136,16.5,15.2,31,57,0.43,5.28,0,1568293547
SALDATURA OP2,P018,N,0.8,220,210,18,17.9,89,81,2.93,13.3,0,1568835170
SALDATURA OP1,P032,N,0.8,220,222,18,16.2,97,185,0.32,13.3,0,1568311789
SALDATURA OP2,P075,N,0.8,220,214,18,18.7,94,67,0.93,13.3,0,1568853236
SALDATURA OP2,P014,N,0.8,220,207,18,18.2,70,65,0.16,13.3,0,1568835138
SALDATURA OP1,P039,N,0.8,220,226,18,16.5,112,99,1.52,13.3,0,1568842826
SALDATURA OP2,P008,N,0.8,220,211,18,18.2,82,75,1.08,13.3,0,1568826760
SALDATURA OP1,P056,N,0.72,230,232,19.6,18,97,95,2.42,14,0,1568816787
SALDATURA OP2,P086,N,0.4,120,124,16.5,16,18,39,0.04,5.28,0,1568823801
SALDATURA OP1,P032,N,0.8,220,223,18,16.6,91,72,0.97,13.3,0,1568831960
SALDATURA OP2,P038,N,0.8,220,216,18,17.4,86,362,2.1,13.3,0,1568309199
SALDATURA OP2,P039,N,0.8,220,218,18,17.6,92,77,3.18,13.3,0,1568312125
SALDATURA OP2,P090,N,0.5,120,121,16.5,16.2,52,46,0.08,5.28,0,1568824240
SALDATURA OP1,P062,N,0.8,220,214,18,17.9,99,79,2.04,13.3,0,1568323016
SALDATURA OP2,P007,N,0.8,220,211,18,17.6,84,71,0.28,13.3,0,1568303993
SALDATURA OP1,P056,N,0.72,230,230,19.6,18.2,118,181,0.1,14,0,1568817587
SALDATURA OP1,P098,N,0.8,220,227,18,15.6,112,132,1.64,13.3,0,1568830926
SALDATURA OP2,P009,N,0.8,220,209,18,18.4,93,102,0.73,13.3,0,1568301636
SALDATURA OP2,P039,N,0.8,220,215,18,17.7,103,93,0.46,13.3,0,1568313297
SALDATURA OP2,P113,N,0.8,150,0,10,0,46,462,0.03,0,0,1568824986
SALDATURA OP1,P050,N,0.72,240,229,20.6,19,95,161,1.76,14,0,1568303323
SALDATURA OP2,P017,N,0.8,220,204,18,17.9,91,91,0.46,13.3,0,1568839273
SALDATURA OP2,P104,N,0.8,220,229,18,16.1,101,77,2.42,13.3,0,1568819005
SALDATURA OP2,P103,N,0.8,220,0,18,2.7,0,61,0.02,2,0,1568830984
SALDATURA OP1,P066,N,0.72,150,0,14.4,0,61,113,0.07,0,0,1568818487
SALDATURA OP1,P066,N,0.72,150,0,14.4,0,49,113,0.08,0,0,1568818587
SALDATURA OP1,P038,N,0.8,220,217,18,17.6,96,82,0.84,13.3,0,1568856640
SALDATURA OP1,P066,N,0.72,150,0,14.4,0,26,113,0.07,0,0,1568818787
SALDATURA OP2,P089,N,0.5,120,0,16.5,1.2,4,44,0.02,2,0,1568826013
